;;;;;;;;;;;
Listado de Precios ;;;;;;;;;;;
;;;;;;;;;;;
Cliente: Sin Establecer;;;;;;;;;;;
;;;;;;;;;;;
Tipo Cliente: Sin Establecer;;;;;;;;;;;
;;;;;;;;;;;
;;;% Comunes;;;Precios Originales;;;Precios con Descuentos;;
Cod Art.;descripcion;U.V.;%I.V.A.;%S.Lis;%Bonif;N.G.;I.V.A;Final;N.G;I.V.A;Final
1404           ;Escorihuela Sangiovese;GENERICA;21,00;;;582,65;122,36;705,00;582,65;122,36;705,00
9815           ;Gauchezco Cabernet Sauvignon;GENERICA;21,00;;;9.338,84;1.961,16;11.300,00;9.338,84;1.961,16;11.300,00
8105           ;Finca La Anita Magna Cabernet Sauvignon;GENERICA;21,00;;;29.421,49;6.178,51;35.600,00;29.421,49;6.178,51;35.600,00
4302           ;Kilka Cabernet Sauvignon;GENERICA;21,00;;;36,36;7,64;44,00;36,36;7,64;44,00
AÑ61031        ;Riccitelli The Apple Malbec 2015;GENERICA;21,00;;;1.735,54;364,46;2.100,00;1.735,54;364,46;2.100,00
BAT043         ;Serbal Assemblage Atamisque;GENERICA;21,00;;;15.454,55;3.245,45;18.700,00;15.454,55;3.245,45;18.700,00
11024          ;Domingo Hnos Cabernet Sauvignon;GENERICA;21,00;;;2.272,73;477,27;2.750,00;2.272,73;477,27;2.750,00
8203           ;Gaia Red Blend;GENERICA;21,00;;;429,75;90,25;520,00;429,75;90,25;520,00
1516           ;Uxmal Alto Cab. Sauv  Merlot;GENERICA;21,00;;;73,55;15,45;89,00;73,55;15,45;89,00
7401           ;Venerable Malbec;GENERICA;21,00;;;78,51;16,49;95,00;78,51;16,49;95,00
6601           ;Bestial Malbec Maal;GENERICA;21,00;;;12.314,05;2.585,95;14.900,00;12.314,05;2.585,95;14.900,00
7903           ;Doscumbres Blend Ferrer;GENERICA;21,00;;;2.066,12;433,88;2.500,00;2.066,12;433,88;2.500,00
6804           ;Huarpe Agrelo Malbec-Cab. Sauv.;GENERICA;21,00;;;22.314,05;4.685,95;27.000,00;22.314,05;4.685,95;27.000,00
AÑ27141        ;Tapiz Malbec 2016;GENERICA;21,00;;;495,87;104,13;600,00;495,87;104,13;600,00
2751           ;Wapisa Malbec;GENERICA;21,00;;;17.190,08;3.609,92;20.800,00;17.190,08;3.609,92;20.800,00
7233           ;Desquiciado Franc;GENERICA;21,00;;;409,09;85,91;495,00;409,09;85,91;495,00
308            ;Avena Rva Syrah;GENERICA;21,00;;;56,20;11,80;68,00;56,20;11,80;68,00
3106           ;Bodegas Lopez Montchenot 10 Años;GENERICA;21,00;;;3.388,43;711,57;4.100,00;3.388,43;711,57;4.100,00
8106           ;Finca La Anita Petit Verdot;GENERICA;21,00;;;17.066,12;3.583,88;20.650,00;17.066,12;3.583,88;20.650,00
AÑ6703         ;A Lisa Malbec 2012;GENERICA;21,00;;;2.066,12;433,88;2.500,00;2.066,12;433,88;2.500,00
11305          ;Contador de Estrellas Mabec;GENERICA;21,00;;;5.702,48;1.197,52;6.900,00;5.702,48;1.197,52;6.900,00
6314           ;Aguijon de Abeja Bonarda;GENERICA;21,00;;;148,76;31,24;180,00;148,76;31,24;180,00
9206           ;Hermandad Blend Falasco;GENERICA;21,00;;;19.847,11;4.167,89;24.015,00;19.847,11;4.167,89;24.015,00
7067           ;Foster Limited Edition Malbec;GENERICA;21,00;;;43.140,50;9.059,50;52.200,00;43.140,50;9.059,50;52.200,00
1023           ;Colome Lote Especial Pinot Noir;GENERICA;21,00;;;454,55;95,45;550,00;454,55;95,45;550,00
9801           ;Pala Corazon Blend de Tintas;GENERICA;21,00;;;442,15;92,85;535,00;442,15;92,85;535,00
12030          ;Trivento Gaudeo San Pablo;GENERICA;21,00;;;26.446,28;5.553,72;32.000,00;26.446,28;5.553,72;32.000,00
3448           ;Atemporal Touriga Nacional;GENERICA;21,00;;;1.735,54;364,46;2.100,00;1.735,54;364,46;2.100,00
2807           ;Festivo Malbec;GENERICA;21,00;;;289,26;60,74;350,00;289,26;60,74;350,00
4815           ;Buenos Hnos. Bonarda Valiente G. Riili;GENERICA;21,00;;;16.859,50;3.540,50;20.400,00;16.859,50;3.540,50;20.400,00
AÑ4905         ;Manos Negras Malbec 2010;GENERICA;27,00;;;1.244,09;335,91;1.580,00;1.244,09;335,91;1.580,00
5687           ;Riglos Gran Corte;GENERICA;21,00;;;44.181,82;9.278,18;53.460,00;44.181,82;9.278,18;53.460,00
2734           ;Doña Paula Malbec Syrah;GENERICA;21,00;;;10.909,09;2.290,91;13.200,00;10.909,09;2.290,91;13.200,00
3315           ;Luigi Bosca de Sangre;GENERICA;21,00;;;3.181,82;668,18;3.850,00;3.181,82;668,18;3.850,00
1101           ;Cuarto Dominio Malbec;GENERICA;21,00;;;12.396,69;2.603,31;15.000,00;12.396,69;2.603,31;15.000,00
6508           ;Joffré Gran Bonarda;GENERICA;21,00;;;16.528,93;3.471,07;20.000,00;16.528,93;3.471,07;20.000,00
7802           ;Punta Corral Blend Dupont;GENERICA;21,00;;;25.619,84;5.380,17;31.000,00;25.619,84;5.380,17;31.000,00
2714           ;Tapiz Malbec;GENERICA;21,00;;;11.818,18;2.481,82;14.300,00;11.818,18;2.481,82;14.300,00
MR003          ;Aduentus Cabernet Franc Antigal;GENERICA;21,00;;;22.975,21;4.824,79;27.800,00;22.975,21;4.824,79;27.800,00
1614           ;Santa Julia Malbec;GENERICA;21,00;;;68,60;14,40;83,00;68,60;14,40;83,00
1237           ;Pasionado Cabernet Franc Andeluna;GENERICA;21,00;;;3.909,09;820,91;4.730,00;3.909,09;820,91;4.730,00
9129           ;Sunal Salvaje Luracatao Malbec A. Lanús;GENERICA;21,00;;;31.983,47;6.716,53;38.700,00;31.983,47;6.716,53;38.700,00
4103           ;Lassia Malbec;GENERICA;21,00;;;36,36;7,64;44,00;36,36;7,64;44,00
11802          ;Ricominciare Altisimo Malbec;GENERICA;21,00;;;24.231,41;5.088,60;29.320,00;24.231,41;5.088,60;29.320,00
9211           ;Los Haroldos Reserva Cabernet Sauvignon;GENERICA;21,00;;;305,79;64,21;370,00;305,79;64,21;370,00
4988           ;C.A.T Petit Verdot;GENERICA;21,00;;;595,04;124,96;720,00;595,04;124,96;720,00
3003           ;Altas Cumbres Cabernet Sauvignon;GENERICA;21,00;;;280,99;59,01;340,00;280,99;59,01;340,00
9185           ;Abito Malbec La Juventud;GENERICA;21,00;;;8.842,98;1.857,02;10.700,00;8.842,98;1.857,02;10.700,00
70009          ;Estrella de Los Andes Sangiovese;GENERICA;21,00;;;396,69;83,31;480,00;396,69;83,31;480,00
6325           ;Durigutti Reserva Blend;GENERICA;21,00;;;1.884,30;395,70;2.280,00;1.884,30;395,70;2.280,00
8910           ;Laretias Malbec;GENERICA;21,00;;;190,08;39,92;230,00;190,08;39,92;230,00
5401           ;Nina Cabernet Malbec;GENERICA;21,00;;;70,25;14,75;85,00;70,25;14,75;85,00
7895           ;Sv Maldonado Blend Deicas;GENERICA;21,00;;;14.570,25;3.059,75;17.630,00;14.570,25;3.059,75;17.630,00
4501           ;Vas Malbec;GENERICA;21,00;;;99,17;20,83;120,00;99,17;20,83;120,00
161            ;Aniello Soil Pinot Noir;GENERICA;21,00;;;4.338,84;911,16;5.250,00;4.338,84;911,16;5.250,00
4906           ;Anko Malbec Los Cardones;GENERICA;21,00;;;793,39;166,61;960,00;793,39;166,61;960,00
8415           ;Nico by Luca;GENERICA;21,00;;;4.295,87;902,13;5.198,00;4.295,87;902,13;5.198,00
1210           ;Argento Artesano Malbec Orgánico;GENERICA;21,00;;;9.090,91;1.909,09;11.000,00;9.090,91;1.909,09;11.000,00
1365           ;Callejón del Crimen Estate Sangiovese;GENERICA;21,00;;;70,25;14,75;85,00;70,25;14,75;85,00
2760           ;Wapisa Underwater;GENERICA;21,00;;;123.966,94;26.033,06;150.000,00;123.966,94;26.033,06;150.000,00
11803          ;Ricominciare Altisimo Cabernet Sauvignon;GENERICA;21,00;;;24.231,41;5.088,60;29.320,00;24.231,41;5.088,60;29.320,00
1627           ;Textual Ancellotta Zuccardi;GENERICA;21,00;;;4.958,68;1.041,32;6.000,00;4.958,68;1.041,32;6.000,00
11312          ;Absurdo Blend;GENERICA;21,00;;;7.355,37;1.544,63;8.900,00;7.355,37;1.544,63;8.900,00
3203           ;Arnaldo B;GENERICA;21,00;;;3.801,65;798,35;4.600,00;3.801,65;798,35;4.600,00
604            ;Alamos Pinot Noir;GENERICA;21,00;;;49,59;10,41;60,00;49,59;10,41;60,00
109            ;Punto Final Malbec Renacer;GENERICA;21,00;;;11.446,28;2.403,72;13.850,00;11.446,28;2.403,72;13.850,00
6103           ;Riccitelli The Apple Malbec;GENERICA;21,00;;;710,74;149,26;860,00;710,74;149,26;860,00
9225           ;Fausto Blend Malbec Cab Franc Falasco;GENERICA;21,00;;;11.595,87;2.435,13;14.031,00;11.595,87;2.435,13;14.031,00
6368           ;Durigutti Plc Charbono;GENERICA;21,00;;;40.909,09;8.590,91;49.500,00;40.909,09;8.590,91;49.500,00
4402           ;Tempus Pleno Malbec;GENERICA;21,00;;;297,52;62,48;360,00;297,52;62,48;360,00
8513           ;Mantra Pinot Noir;GENERICA;21,00;;;206,61;43,39;250,00;206,61;43,39;250,00
9811           ;Gauchezco Rva Franc;GENERICA;21,00;;;12.396,69;2.603,31;15.000,00;12.396,69;2.603,31;15.000,00
9704           ;Sin Fin Gg Malbec;GENERICA;21,00;;;10.909,09;2.290,91;13.200,00;10.909,09;2.290,91;13.200,00
7020           ;Mendel Malbec;GENERICA;21,00;;;4.049,59;850,41;4.900,00;4.049,59;850,41;4.900,00
6509           ;Joffré Gran Malbec;GENERICA;21,00;;;16.528,93;3.471,07;20.000,00;16.528,93;3.471,07;20.000,00
2421           ;Paz Blend;GENERICA;21,00;;;99,17;20,83;120,00;99,17;20,83;120,00
11104          ;Viejo Isaias Malbec Reserva;GENERICA;21,00;;;330,58;69,42;400,00;330,58;69,42;400,00
2725           ;Zorzal Field Blend;GENERICA;21,00;;;223.140,50;46.859,50;270.000,00;223.140,50;46.859,50;270.000,00
1407           ;Familia Gascon Cabernet Sauvignon;GENERICA;21,00;;;59,50;12,50;72,00;59,50;12,50;72,00
4752           ;Mythic Mountain Malbec;GENERICA;21,00;;;1.876,03;393,97;2.270,00;1.876,03;393,97;2.270,00
6419           ;Iaccarini Via Blanca Terroir Selec. Malbec;GENERICA;21,00;;;12.396,69;2.603,31;15.000,00;12.396,69;2.603,31;15.000,00
2413           ;Las Moras Reserva Syrah;GENERICA;21,00;;;68,60;14,40;83,00;68,60;14,40;83,00
6528           ;Pasion 4 Cab Franc P. Verdot Joffré;GENERICA;21,00;;;11.818,18;2.481,82;14.300,00;11.818,18;2.481,82;14.300,00
8412           ;Aruma;GENERICA;21,00;;;5.123,97;1.076,03;6.200,00;5.123,97;1.076,03;6.200,00
2832           ;Cuvelier Petit Blend;GENERICA;21,00;;;11.404,96;2.395,04;13.800,00;11.404,96;2.395,04;13.800,00
11012          ;Hermanos Tannat Domingo Molina;GENERICA;21,00;;;3.719,01;780,99;4.500,00;3.719,01;780,99;4.500,00
908            ;Septima Syrah;GENERICA;21,00;;;90,91;19,09;110,00;90,91;19,09;110,00
5664           ;Amado Sur;GENERICA;21,00;;;190,08;39,92;230,00;190,08;39,92;230,00
2102           ;Castillejo Cabernet Sauvignon;GENERICA;21,00;;;28,93;6,07;35,00;28,93;6,07;35,00
4303           ;Kilka Malbec 2009;GENERICA;21,00;;;1.570,25;329,75;1.900,00;1.570,25;329,75;1.900,00
8450           ;Châtheau D´Aussieres;GENERICA;21,00;;;2.892,56;607,44;3.500,00;2.892,56;607,44;3.500,00
2001           ;Finca Flichman Estate Malbec;GENERICA;21,00;;;6.611,57;1.388,43;8.000,00;6.611,57;1.388,43;8.000,00
4622           ;Casa Boher San Pablo Malbec;GENERICA;21,00;;;14.628,10;3.071,90;17.700,00;14.628,10;3.071,90;17.700,00
5203           ;Latente Malbec Cuarto Surco;GENERICA;21,00;;;10.661,16;2.238,84;12.900,00;10.661,16;2.238,84;12.900,00
4625           ;Casa Boher Agrelo Malbec;GENERICA;21,00;;;14.628,10;3.071,90;17.700,00;14.628,10;3.071,90;17.700,00
3207           ;Callia Syrah Malbec;GENERICA;21,00;;;22,31;4,69;27,00;22,31;4,69;27,00
647            ;Dv Catena Magnun Malbec;GENERICA;21,00;;;487,60;102,40;590,00;487,60;102,40;590,00
2351           ;Tamari Reserva Malbec;GENERICA;21,00;;;42,98;9,02;52,00;42,98;9,02;52,00
4760           ;Las Perdices Ya Lo Sabes;GENERICA;21,00;;;2.089,26;438,74;2.528,00;2.089,26;438,74;2.528,00
4346           ;Pyros Pinot Noir;GENERICA;21,00;;;13.471,07;2.828,93;16.300,00;13.471,07;2.828,93;16.300,00
5207           ;Pleno Terroirs Blend Cuarto Surco;GENERICA;21,00;;;14.793,39;3.106,61;17.900,00;14.793,39;3.106,61;17.900,00
100            ;Punto Final Bib Malbec Renacer;GENERICA;21,00;;;13.477,69;2.830,31;16.308,00;13.477,69;2.830,31;16.308,00
4207           ;Tierra Del Fuego Blend;GENERICA;21,00;;;702,48;147,52;850,00;702,48;147,52;850,00
11707          ;Comahue Reserve Merlot;GENERICA;21,00;;;2.851,24;598,76;3.450,00;2.851,24;598,76;3.450,00
6598           ;Rj Malbec Vertical Joffré;GENERICA;21,00;;;165.289,26;34.710,74;200.000,00;165.289,26;34.710,74;200.000,00
AÑ2738         ;Tapiz Alta Collection Malbec 2015;GENERICA;21,00;;;702,48;147,52;850,00;702,48;147,52;850,00
3901           ;Aguma Malbec;GENERICA;21,00;;;70,25;14,75;85,00;70,25;14,75;85,00
104            ;Benegas Don Tiburcio;GENERICA;21,00;;;2.314,05;485,95;2.800,00;2.314,05;485,95;2.800,00
3025           ;Primeras Viñas Cabernet Sauvignon;GENERICA;21,00;;;8.264,46;1.735,54;10.000,00;8.264,46;1.735,54;10.000,00
3965           ;Alma Austral Cabernet Sauvignon;GENERICA;21,00;;;78,51;16,49;95,00;78,51;16,49;95,00
3419           ;Kaiken Malbec;GENERICA;21,00;;;12.892,56;2.707,44;15.600,00;12.892,56;2.707,44;15.600,00
1366           ;Quercus Malbec;GENERICA;21,00;;;39,67;8,33;48,00;39,67;8,33;48,00
7224           ;Monteagrelo Cabernet Sauvignon;GENERICA;21,00;;;4.545,46;954,55;5.500,00;4.545,46;954,55;5.500,00
7222           ;Monteagrelo Cabernet Franc;GENERICA;21,00;;;438,02;91,98;530,00;438,02;91,98;530,00
2003           ;Finca Flichman Merlot;GENERICA;21,00;;;8.264,46;1.735,54;10.000,00;8.264,46;1.735,54;10.000,00
997            ;Peñon de Agrelo Malbec Lamadrid;GENERICA;21,00;;;23.140,50;4.859,50;28.000,00;23.140,50;4.859,50;28.000,00
7104           ;Vulcano Malbec - Bonarda;GENERICA;21,00;;;363,64;76,36;440,00;363,64;76,36;440,00
807            ;Nuna Malbec Chakana;GENERICA;21,00;;;661,16;138,84;800,00;661,16;138,84;800,00
8303           ;Tacuil Cabernet Sauvignon;GENERICA;21,00;;;652,89;137,11;790,00;652,89;137,11;790,00
2747           ;Tapiz Pinot Noir;GENERICA;21,00;;;12.479,34;2.620,66;15.100,00;12.479,34;2.620,66;15.100,00
108            ;Cuesta Del Madero Roble Cab. Sauv.;GENERICA;21,00;;;1.611,57;338,43;1.950,00;1.611,57;338,43;1.950,00
2774           ;Doña Paula Pinot Noir;GENERICA;21,00;;;10.909,09;2.290,91;13.200,00;10.909,09;2.290,91;13.200,00
CA011          ;Caelum Reserva Malbec;GENERICA;21,00;;;1.570,25;329,75;1.900,00;1.570,25;329,75;1.900,00
4099           ;Dreidel Malbec Mevushal;GENERICA;21,00;;;326,45;68,55;395,00;326,45;68,55;395,00
2408           ;Finca Las Moras Syrah;GENERICA;21,00;;;20,66;4,34;25,00;20,66;4,34;25,00
3463           ;Finca Monteflores Malbec Alta Vista;GENERICA;21,00;;;10.330,58;2.169,42;12.500,00;10.330,58;2.169,42;12.500,00
3410           ;Alta Vista Terroir  Malbec;GENERICA;21,00;;;25.785,12;5.414,88;31.200,00;25.785,12;5.414,88;31.200,00
1903           ;El Peral Merlot Uruco;GENERICA;21,00;;;9.917,36;2.082,64;12.000,00;9.917,36;2.082,64;12.000,00
3722           ;Nieto Malbec Doc;GENERICA;21,00;;;51,24;10,76;62,00;51,24;10,76;62,00
5501           ;Montechez Malbec;GENERICA;21,00;;;123,97;26,03;150,00;123,97;26,03;150,00
5702           ;Maula Barrel Select;GENERICA;21,00;;;;;;;;
1806           ;Pedregales Red Blend A. Polenta;GENERICA;21,00;;;2.975,21;624,79;3.600,00;2.975,21;624,79;3.600,00
3108           ;Bodegas Lopez Montchenot 15 Años;GENERICA;21,00;;;15.638,84;3.284,16;18.923,00;15.638,84;3.284,16;18.923,00
7              ;Dalton Tinto;GENERICA;21,00;;;12,40;2,60;15,00;12,40;2,60;15,00
3024           ;Altas Cumbres Tetra;GENERICA;21,00;;;545,46;114,55;660,00;545,46;114,55;660,00
2515           ;H. J. Fabre Reserva Mal-Franc;GENERICA;21,00;;;173,55;36,45;210,00;173,55;36,45;210,00
MAS04          ;Mastrantonio 63  Premium Petit Verdot;GENERICA;21,00;;;20.000,00;4.200,00;24.200,00;20.000,00;4.200,00;24.200,00
2903           ;Canale Estate Malbec;GENERICA;21,00;;;5.123,97;1.076,03;6.200,00;5.123,97;1.076,03;6.200,00
640            ;Dv Adrianna Vineyard;GENERICA;21,00;;;793,39;166,61;960,00;793,39;166,61;960,00
1013           ;Colome Lote Especial Malbec;GENERICA;21,00;;;371,90;78,10;450,00;371,90;78,10;450,00
1725           ;Magnolia Negra Cabernet Sauvignon;GENERICA;21,00;;;3.140,50;659,50;3.800,00;3.140,50;659,50;3.800,00
154            ;Alandes Malbec;GENERICA;21,00;;;991,74;208,26;1.200,00;991,74;208,26;1.200,00
AÑ8105         ;Finca La Anita Syrah 2015;GENERICA;21,00;;;991,74;208,26;1.200,00;991,74;208,26;1.200,00
9905           ;Finca Trapezio Malbec;GENERICA;21,00;;;826,45;173,55;1.000,00;826,45;173,55;1.000,00
4834           ;T. D.  Dioses Bravo Malbec G. Riili;GENERICA;21,00;;;52.066,12;10.933,88;63.000,00;52.066,12;10.933,88;63.000,00
1901           ;El Peral Cab. Sauv. Uruco;GENERICA;21,00;;;9.917,36;2.082,64;12.000,00;9.917,36;2.082,64;12.000,00
4916           ;Tinto Negro Sangiovese;GENERICA;21,00;;;694,22;145,79;840,00;694,22;145,79;840,00
9102           ;Bad Brother Facón Tannat A. Lanús;GENERICA;21,00;;;44.462,81;9.337,19;53.800,00;44.462,81;9.337,19;53.800,00
2201           ;Humanao Malbec;GENERICA;21,00;;;53,72;11,28;65,00;53,72;11,28;65,00
9132           ;Sunal Salvaje Pucará Malbec A. Lanús;GENERICA;21,00;;;31.983,47;6.716,53;38.700,00;31.983,47;6.716,53;38.700,00
501            ;La Primavera Malbec;GENERICA;21,00;;;26,45;5,55;32,00;26,45;5,55;32,00
9200           ;Los Haroldos Estate Blend;GENERICA;21,00;;;644,63;135,37;780,00;644,63;135,37;780,00
3243           ;Portillo Tempranillo;GENERICA;21,00;;;177,69;37,31;215,00;177,69;37,31;215,00
6330           ;Durigutti Hd Gran Rva Malbec;GENERICA;21,00;;;38.016,53;7.983,47;46.000,00;38.016,53;7.983,47;46.000,00
AVE01          ;Kaiken Aventura Malbec Los Chacayes Norte;GENERICA;21,00;;;34.132,23;7.167,77;41.300,00;34.132,23;7.167,77;41.300,00
11514          ;Kyrios Cabernet Franc Staphyle;GENERICA;21,00;;;13.223,14;2.776,86;16.000,00;13.223,14;2.776,86;16.000,00
9707           ;Sin Fin Cabernet Franc;GENERICA;21,00;;;7.024,79;1.475,21;8.500,00;7.024,79;1.475,21;8.500,00
7232           ;Desquiciado Malbec;GENERICA;21,00;;;190,08;39,92;230,00;190,08;39,92;230,00
9107           ;Aguayo Malbec A. Lanús;GENERICA;21,00;;;52.809,92;11.090,08;63.900,00;52.809,92;11.090,08;63.900,00
5630           ;Cocodrilo Corte 2012;GENERICA;21,00;;;2.314,05;485,95;2.800,00;2.314,05;485,95;2.800,00
4902           ;El Sensasional Equilibrista;GENERICA;21,00;;;103,31;21,69;125,00;103,31;21,69;125,00
8416           ;Luca Beso de Dante;GENERICA;21,00;;;1.380,17;289,83;1.670,00;1.380,17;289,83;1.670,00
4104           ;Lassia Blend;GENERICA;21,00;;;36,36;7,64;44,00;36,36;7,64;44,00
BAT012         ;Catalpa Pinot Noir;GENERICA;21,00;;;18.859,50;3.960,50;22.820,00;18.859,50;3.960,50;22.820,00
2918           ;Canale Old Pinot Noir;GENERICA;21,00;;;404,96;85,04;490,00;404,96;85,04;490,00
1104           ;Tolentino Malbec Cuarto Dominio;GENERICA;21,00;;;15.041,32;3.158,68;18.200,00;15.041,32;3.158,68;18.200,00
3496           ;Alta Vista Terroir Malbec SALTA;GENERICA;21,00;;;25.785,12;5.414,88;31.200,00;25.785,12;5.414,88;31.200,00
1800           ;Fin Del Mundo Gran Reserva Blend;GENERICA;21,00;;;14.297,52;3.002,48;17.300,00;14.297,52;3.002,48;17.300,00
3302           ;Finca La Linda Tempranillo;GENERICA;21,00;;;78,51;16,49;95,00;78,51;16,49;95,00
4703           ;Las Perdices Reserva Bonarda;GENERICA;21,00;;;1.919,01;402,99;2.322,00;1.919,01;402,99;2.322,00
998            ;Altus Merlot Gualtallary;GENERICA;21,00;;;9.090,91;1.909,09;11.000,00;9.090,91;1.909,09;11.000,00
302            ;Avena Joven Malbec;GENERICA;21,00;;;49,59;10,41;60,00;49,59;10,41;60,00
9166           ;Conejo Verde Malbec Falasco;GENERICA;21,00;;;4.545,46;954,55;5.500,00;4.545,46;954,55;5.500,00
4001           ;Montesco Blend;GENERICA;21,00;;;80,99;17,01;98,00;80,99;17,01;98,00
4921           ;Tinto Negro 1955 Vineyard;GENERICA;21,00;;;7.950,41;1.669,59;9.620,00;7.950,41;1.669,59;9.620,00
3019           ;Guarda Cabernet Sauvignon;GENERICA;21,00;;;384,30;80,70;465,00;384,30;80,70;465,00
6405           ;Iaccarini Via Blanca Malbec;GENERICA;21,00;;;9.669,42;2.030,58;11.700,00;9.669,42;2.030,58;11.700,00
106            ;Tinkunako Corbeua;GENERICA;21,00;;;9.338,84;1.961,16;11.300,00;9.338,84;1.961,16;11.300,00
9405           ;Carinae Finca Deneza Malbec;GENERICA;21,00;;;838,84;176,16;1.015,00;838,84;176,16;1.015,00
5631           ;Cocodrilo Corte 2013;GENERICA;21,00;;;1.818,18;381,82;2.200,00;1.818,18;381,82;2.200,00
AÑ6351         ;Miras Reserva Malbec 2011;GENERICA;21,00;;;1.074,38;225,62;1.300,00;1.074,38;225,62;1.300,00
7037           ;Lorca Fantasia Malbec;GENERICA;21,00;;;9.814,05;2.060,95;11.875,00;9.814,05;2.060,95;11.875,00
3431           ;Valbona Cab. Sauvig. Augusto P.;GENERICA;21,00;;;1.818,18;381,82;2.200,00;1.818,18;381,82;2.200,00
9187           ;Abito Cabernet Sauvignon;GENERICA;21,00;;;14.793,39;3.106,61;17.900,00;14.793,39;3.106,61;17.900,00
8811           ;Casa Ambrosia Malbec;GENERICA;21,00;;;367,77;77,23;445,00;367,77;77,23;445,00
1423           ;Circus Cabernet Sauvignon;GENERICA;21,00;;;33,06;6,94;40,00;33,06;6,94;40,00
3316           ;La Linda Corte Reservado Tinto;GENERICA;21,00;;;78,51;16,49;95,00;78,51;16,49;95,00
6409           ;Iaccarini Via Blanca Red Blend;GENERICA;21,00;;;9.669,42;2.030,58;11.700,00;9.669,42;2.030,58;11.700,00
AÑ2720         ;Tapiz Reserva Cabernet 2012;GENERICA;21,00;;;991,74;208,26;1.200,00;991,74;208,26;1.200,00
7117           ;Laderas Reserva Cabernet Sauvignon;GENERICA;21,00;;;107,44;22,56;130,00;107,44;22,56;130,00
8              ;Naiara Reserva;GENERICA;21,00;;;99,17;20,83;120,00;99,17;20,83;120,00
1647           ;Sta Julia Innovacón Touriga Nacional;GENERICA;21,00;;;161,16;33,84;195,00;161,16;33,84;195,00
BAT002         ;Atamisque Cabernet Sauvignon Atamisque;GENERICA;21,00;;;43.714,88;9.180,12;52.895,00;43.714,88;9.180,12;52.895,00
6305           ;Lamadrid Reserva Bonarda;GENERICA;21,00;;;16.363,64;3.436,36;19.800,00;16.363,64;3.436,36;19.800,00
5601           ;Marchiori & Barraud Malbec;GENERICA;21,00;;;11.735,54;2.464,46;14.200,00;11.735,54;2.464,46;14.200,00
4028           ;Sombrero Cabernet Sauvignon Huentala;GENERICA;21,00;;;11.983,47;2.516,53;14.500,00;11.983,47;2.516,53;14.500,00
YACO102        ;Coquena Malbec;GENERICA;21,00;;;8.925,62;1.874,38;10.800,00;8.925,62;1.874,38;10.800,00
1102           ;Chento Single Lot  Cuarto Dominio;GENERICA;21,00;;;25.454,55;5.345,45;30.800,00;25.454,55;5.345,45;30.800,00
9821           ;Lui Wind Blend Malbec Bonarda;GENERICA;21,00;;;272,73;57,27;330,00;272,73;57,27;330,00
8117           ;Finca La Anita Cabernet Franc;GENERICA;21,00;;;17.107,44;3.592,56;20.700,00;17.107,44;3.592,56;20.700,00
4210           ;Gran Lurton Corte Argentino Piedra Negra;GENERICA;21,00;;;36.115,70;7.584,30;43.700,00;36.115,70;7.584,30;43.700,00
11405          ;Qaramy Latido Malbec;GENERICA;21,00;;;13.752,07;2.887,93;16.640,00;13.752,07;2.887,93;16.640,00
